Var1,Var2,Var3,Var4,Var5
0.147747029167755,0,0,325.269119345812,0
0.148124526087176,3.83488134665288e-31,-2.30386078137675e-28,325.269119345812,1.16079773216298e-57
0.148502023006596,0.00307382497485329,-0.000507015958173856,327.029479456322,2.81097737484554e-09
0.148879519926017,0.110324502686787,-0.00304209512506603,335.782956787989,5.05235032880047e-06
0.149257016845437,0.693817378583455,-0.00764803800624236,351.475583019505,0.000244838293640581
0.149634513764858,1.77233362048972,-0.0122536306139867,366.884514566049,0.00172553886724725
0.149999999999999,3.33787274530322,-0.016857950434446,381.997314057312,0.00629515152923026
0.150000000000002,5.38214629314243,-0.0214591000337152,396.801783146956,0.0166043638810946
0.150000000000003,7.89658296628588,-0.0260538670929037,411.285972358553,0.0360716551273783
0.150258792434372,10.8723340195229,-0.0306373995604529,425.438190730642,0.0688480498908147
0.150453578719999,14.3002788967441,-0.0352028961321533,439.247015253129,0.119781576386963
0.150602865104898,18.1710311087995,-0.039741312175773,452.701300087406,0.194381480166744
0.150752151489797,22.4749443474552,-0.0442410811952187,465.790185562755,0.298782243799718
0.150760607796236,27.2021188300839,-0.0486878519075252,478.503106941761,0.439707461996271
0.150769064102676,33.7701324841847,-0.0542073805669055,494.025807736548,0.681466078246427
0.150779943455862,40.977734238036,-0.0595712585161035,508.910820297494,1.00917463643119
0.150800875400844,50.9366474825227,-0.0660259828711015,526.729877536816,1.57071243457726
0.150859364580389,61.8320913630121,-0.0720247696252335,543.469399256651,2.33251094126961
0.151107378411045,77.0170021811909,-0.0787675178947701,563.203679594321,3.65615865351091
0.151482999933559,93.5528102408183,-0.084137192788011,581.059498700175,5.45478862150958
0.151858621456074,116.941835815546,-0.0882907832390765,601.400260122675,8.65491157289646
0.152234242978589,142.218521184898,-0.0881095375317225,618.339523357949,13.0174850412913
0.152609864501104,179.034426314126,-0.0782642951717239,635.693889559706,21.1443818798745
0.152985486023619,211.851950570408,-0.0586966188518344,645.178021221705,30.2956673210968
0.153179441639117,233.107634954746,-0.0400018595846337,648.695658479515,37.1755235168364
0.153267719201084,254.923517679622,-0.0153416108390474,650.379309255311,45.0406790990024
0.153316857355182,272.310176009272,0.00872793711901312,650.412789937853,51.9556649870082
0.15336599550928,317.437675405304,0.0924989129253612,645.354990119455,72.7629354012521
0.153419887652282,375.035084540922,0.253757692237674,628.469725139232,106.075327398516
0.153473779795284,406.166108796125,0.370058113579737,614.743796661659,127.20111929278
0.153571220240389,437.075200786236,0.510875641460334,597.827547827267,150.740232100703
0.153914588769004,467.388868155537,0.678909730921749,577.80876846543,176.770557208578
0.154257957297619,519.002789487669,1.05282490557108,534.997690117749,229.078841169186
0.154601325826234,567.304235513452,1.5362064791026,483.458904564006,289.089603633329
0.154944694354849,611.856493061665,2.14339522117502,424.033191939102,356.198336833735
0.155288062883464,651.338600662787,2.88786562953652,357.689996092762,429.870968139986
0.155631431412078,685.088972952466,3.78126185351805,285.511609526724,509.120126166196
0.155974799940693,713.102390277319,4.83342268212473,208.67551737072,592.422519793367
0.156318168469308,737.057876203184,6.04886085516094,128.435188429536,676.98054664349
0.156661536997923,752.015464316186,7.43106234219024,46.0996266672121,763.529604676606
0.157004905526538,759.844299950124,8.98117705055807,-36.9879832839022,849.147094623729
0.157348274055153,758.151759330178,10.6968155247457,-119.472188221859,933.501411358991
0.157691642583768,739.493498124227,13.2206973455912,-225.591879410625,1041.9787497277
0.158035011112383,702.242100339228,16.0167245095895,-325.250834671108,1144.07784823274
0.158378379640998,647.094462759482,19.064860647997,-415.59491672448,1237.14088141245
0.158443849608353,559.137604074106,23.0183941069004,-508.106257187629,1333.58682976343
0.158479964761061,450.570322995496,27.2408549908587,-579.678241699042,1410.28618941404
0.158486625141233,419.81824785981,28.3610923953872,-594.296252979551,1426.50600234897
0.158493285521405,290.356815603288,32.8193555334326,-636.076577976048,1473.72666342005
0.158501521034307,155.179310880905,37.3764731757618,-650.533976704459,1489.47973105992
0.158519221830324,22.6866110956289,41.9272082228788,-637.047425764203,1468.16946235581
0.158574848107751,-102.696143381316,46.3503207485857,-596.196245397073,1409.76214848157
0.15885297949489,-217.598293557116,50.5341209764683,-529.735214552305,1317.36626626172
0.159231853490184,-282.520315896444,53.0177626562038,-475.547770956501,1241.26485604427
0.159610727485478,-340.934602516899,55.3376537638027,-413.120008239245,1154.34564254281
0.159989601480772,-390.910351361491,57.4308322132175,-345.049230554961,1059.94497217475
0.160368475476065,-432.088579351167,59.3290826301026,-271.245729039303,955.908387389648
0.160747349471359,-482.603463366972,62.1238140823994,-132.517232967895,758.571145646633
0.161126223466653,-504.43662251145,64.2183063275081,12.8889630734116,547.919191186229
0.161239885665241,-504.777610500391,64.9243124150851,78.6625315740333,451.201913914162
0.161353547863829,-499.336678592347,65.4811927308364,143.627960587657,355.022579532793
0.161387244641792,-472.203940309801,66.1492743642388,266.363364058862,171.305113219962
0.161420941419754,-424.385135688123,66.2773794513464,378.560570264356,-0.0653381277113754
0.161470401751171,-357.926705912981,65.9128437211796,475.780694390406,-152.649316992392
0.16161926032217,-275.592339418299,65.121736055082,554.1773934917,-280.621934488078
0.162028389468546,-180.75451651473,63.9867619318391,610.649040274151,-379.004793309001
0.162437518614923,-77.2625118050235,62.6041393833536,642.96143351487,-443.870951735255
0.162846647761299,-22.2103800422197,61.8320882663629,649.700309749923,-463.19569352681
0.163255776907675,9.29379032430907,61.3835288430783,650.52220761683,-469.805515210246
0.163664906054052,20.5571994138788,61.224179377433,650.294215559078,-471.214438991954
0.164074035200428,31.8286831728454,61.0644518869807,649.796385798737,-472.234727541506
0.164483164346804,52.1284413945326,60.7763101222505,648.220419989797,-473.089859067023
0.164892293493181,120.989927880129,59.7986770043159,636.322417361807,-466.512611394545
0.165301422639557,216.611740057193,58.5990053283466,602.294100549468,-432.004093097252
0.165710551785933,234.880421929133,58.3801557544512,593.502759535995,-421.743906764311
0.16611968093231,252.933426879475,58.1669450907067,584.012303484011,-410.447512112517
0.166528810078686,286.298550455624,57.7821709538726,564.251038072398,-386.383720694148
0.166937939225063,391.08524584387,56.6907121799635,480.11000361821,-279.286872754916
0.167347068371439,480.755950616384,56.0183551648585,372.879099648412,-136.620863131648
0.167756197517815,551.490608360956,55.8717947928195,247.71536842841,33.9495288928647
0.168165326664192,599.670032056723,56.3292621549453,110.638293410283,223.233372857223
0.168257391372362,622.506901582754,57.0137267801908,13.384429729439,357.299185993195
0.168320807013084,631.401537556362,58.0062771763547,-84.171328160213,491.946307337711
0.168384222653806,620.206877598089,60.0422396867392,-224.959538702443,686.089379783655
0.168447638294529,578.001557567492,62.7165406439439,-354.572577852273,866.623611967065
0.168599123198445,504.837591803891,65.9731758977528,-466.57174140741,1027.72242325802
0.168944157453938,404.420320110295,69.7368150019363,-555.393318418973,1164.12619293342
0.169289191709431,284.32710395964,73.9136152625262,-616.624976108486,1269.59325981597
0.169634225964924,151.695096780278,78.38911357393,-647.224948506532,1339.83558889351
0.169979260220417,16.7081391837263,83.0358408895468,-645.673140318982,1368.60492985397
0.170324294475911,-113.41722992189,87.7038681955239,-612.046639730511,1353.5053167301
0.170669328731404,-233.660816368249,92.2492643723603,-548.015888944061,1296.79080733306
0.17108760230529,-317.211642124951,95.6386514968194,-478.584084016517,1224.7156741232
0.171505875879176,-357.306830445855,97.364935981196,-435.295046115351,1177.34057602771
0.171682128930197,-413.24780628052,99.8674291791433,-359.267714461469,1091.66252173957
0.171729613088156,-440.415362952963,101.19041472542,-312.787250966252,1037.99547346888
0.171777097246116,-454.404746156807,101.934344478752,-284.460600942881,1003.9945526979
0.171824581404075,-467.198512801442,102.652453321769,-255.45050382894,968.882230586469
0.171927066054244,-490.345037644728,104.093648623226,-191.632313854662,890.697436161397
0.172029550704412,-511.547025063311,105.759652522105,-106.51575073382,784.513260519081
0.172428507688976,-518.425377218346,106.510622910092,-63.0917217534376,729.496447752361
0.17282746467354,-519.958763081386,106.731290302898,-49.5989906110105,712.01844698416
0.173226421658105,-521.252118086978,106.946398298853,-36.0847614923132,694.456869911944
0.173625378642669,-522.913998496612,107.303263411432,-12.8097755064275,664.081758075489
0.174024335627233,-523.265572798874,108.382938627436,65.5745899967471,560.59179858006
0.174423292611797,-499.911467925782,109.970168860565,218.414774506282,353.055301440269
0.174822249596361,-445.88805696634,110.807468349077,358.586276574102,153.86497733806
0.175221206580926,-364.430086978609,110.946430371295,477.958747641651,-26.1192885979758
0.17562016356549,-260.341073930027,110.476620318121,569.608242514945,-177.073723158606
0.175757264103559,-139.716072660368,109.520935780161,628.218828015391,-290.71925920193
0.175848566086468,-9.5897785713456,108.229044114404,650.390922328495,-360.769044115193
0.175939868069376,52.1994046195607,107.553358876554,647.841087476115,-377.32488832848
0.176007757454631,83.9944064501502,107.195535687593,643.323513282138,-381.74212196786
0.176075646839885,104.081324127222,106.968700671257,639.368575409158,-382.898368132609
0.176284010529169,124.134034037401,106.741554249493,634.561656617049,-382.87402781593
